X,Y,Z,sg[t/m3],tons [t],au[ppm],cu[%],profit [$]
55,70,15,2.27,283.33,0.00,0.00,-7083.33
55,70,20,2.27,283.33,0.00,0.00,-7083.33
55,70,25,2.27,283.33,0.00,0.00,-7083.33
55,70,30,2.27,283.33,0.00,0.00,-7083.33
55,70,35,2.27,283.33,0.00,0.00,-7083.33
55,70,40,2.27,283.33,0.00,0.00,-7083.33
55,70,45,2.27,283.33,0.00,0.00,-7083.33
55,70,50,2.27,283.33,0.00,0.00,-7083.33
55,70,55,2.27,283.33,0.00,0.00,-7083.33
55,70,60,2.27,283.33,0.00,0.00,-7083.33
55,70,65,2.27,283.33,0.00,0.00,-7083.33
55,70,70,0.40,49.76,0.00,0.00,-1243.88
55,75,0,2.27,283.33,0.00,0.00,-7083.33
55,75,5,2.27,283.33,0.00,0.00,-7083.33
55,75,10,2.27,283.33,0.00,0.00,-7083.33
55,75,15,2.27,283.33,0.00,0.00,-7083.33
55,75,20,2.27,283.33,0.00,0.00,-7083.33
55,75,25,2.27,283.33,0.00,0.00,-7083.33
55,75,30,2.27,283.33,0.00,0.00,-7083.33
55,75,35,2.27,283.33,0.00,0.00,-7083.33
55,75,40,2.27,283.33,0.00,0.00,-7083.33
55,75,45,2.27,283.33,0.00,0.00,-7083.33
55,75,50,2.27,283.33,0.00,0.00,-7083.33
55,75,55,2.27,283.33,0.00,0.00,-7083.33
55,75,60,2.27,283.33,0.00,0.00,-7083.33
55,75,65,2.27,283.33,0.00,0.00,-7083.33
55,75,70,0.43,53.44,0.00,0.00,-1335.95
55,80,0,2.27,283.33,0.00,0.00,-7083.33
55,80,5,2.27,283.33,0.00,0.00,-7083.33
55,80,10,2.27,283.33,0.00,0.00,-7083.33
55,80,15,2.27,283.33,0.00,0.00,-7083.33
55,80,20,2.27,283.33,0.00,0.00,-7083.33
55,80,25,2.27,283.33,0.00,0.00,-7083.33
55,80,30,2.27,283.33,0.00,0.00,-7083.33
55,80,35,2.27,283.33,0.00,0.00,-7083.33
55,80,40,2.27,283.33,0.00,0.00,-7083.33
55,80,45,2.27,283.33,0.00,0.00,-7083.33
55,80,50,2.27,283.33,0.00,0.00,-7083.33
55,80,55,2.27,283.33,0.00,0.00,-7083.33
55,80,60,2.27,283.33,0.00,0.00,-7083.33
55,80,65,2.27,283.33,0.00,0.00,-7083.33
55,80,70,0.47,58.21,0.00,0.00,-1455.26
55,85,0,2.27,283.33,0.00,0.00,-7083.33
55,85,5,2.27,283.33,0.00,0.00,-7083.33
55,85,10,2.27,283.33,0.00,0.00,-7083.33
55,85,15,2.27,283.33,0.00,0.00,-7083.33
55,85,20,2.27,283.33,0.00,0.00,-7083.33
55,85,25,2.27,283.33,0.00,0.00,-7083.33
55,85,30,2.27,283.33,0.00,0.00,-7083.33
55,85,35,2.27,283.33,0.00,0.00,-7083.33
55,85,40,2.27,283.33,0.00,0.00,-7083.33
55,85,45,2.27,283.33,0.00,0.00,-7083.33
55,85,50,2.27,283.33,0.00,0.00,-7083.33
55,85,55,2.27,283.33,0.00,0.00,-7083.33
55,85,60,2.27,283.33,0.00,0.00,-7083.33
55,85,65,2.27,283.33,0.00,0.00,-7083.33
55,85,70,0.49,61.03,0.00,0.00,-1525.68
55,90,0,2.27,283.33,0.00,0.00,-7083.33
55,90,5,2.27,283.33,0.00,0.00,-7083.33
55,90,10,2.27,283.33,0.00,0.00,-7083.33
55,90,15,2.27,283.33,0.00,0.00,-7083.33
55,90,20,2.27,283.33,0.00,0.00,-7083.33
55,90,25,2.27,283.33,0.00,0.00,-7083.33
55,90,30,2.27,283.33,0.00,0.00,-7083.33
55,90,35,2.27,283.33,0.00,0.00,-7083.33
55,90,40,2.27,283.33,0.00,0.00,-7083.33
55,90,45,2.27,283.33,0.00,0.00,-7083.33
55,90,50,2.27,283.33,0.00,0.00,-7083.33
55,90,55,2.27,283.33,0.00,0.00,-7083.33
55,90,60,2.27,283.33,0.00,0.00,-7083.33
55,90,65,2.27,283.33,0.00,0.00,-7083.33
55,90,70,0.51,63.54,0.00,0.00,-1588.46
55,95,0,2.27,283.33,0.00,0.00,-7083.33
55,95,5,2.27,283.33,0.00,0.00,-7083.33
55,95,10,2.27,283.33,0.00,0.00,-7083.33
55,95,15,2.27,283.33,0.00,0.00,-7083.33
55,95,20,2.27,283.33,0.00,0.00,-7083.33
55,95,25,2.27,283.33,0.00,0.00,-7083.33
55,95,30,2.27,283.33,0.00,0.00,-7083.33
55,95,35,2.27,283.33,0.00,0.00,-7083.33
55,95,40,2.27,283.33,0.00,0.00,-7083.33
55,95,45,2.27,283.33,0.00,0.00,-7083.33
55,95,50,2.27,283.33,0.00,0.00,-7083.33
55,95,55,2.27,283.33,0.00,0.00,-7083.33
55,95,60,2.27,283.33,0.00,0.00,-7083.33
55,95,65,2.27,283.33,0.00,0.00,-7083.33
55,95,70,0.52,65.38,0.00,0.00,-1634.58
55,100,0,2.27,283.33,0.00,0.00,-7083.33
55,100,5,2.27,283.33,0.00,0.00,-7083.33
55,100,10,2.27,283.33,0.00,0.00,-7083.33
55,100,15,2.27,283.33,0.00,0.00,-7083.33
55,100,20,2.27,283.33,0.00,0.00,-7083.33
55,100,25,2.27,283.33,0.00,0.00,-7083.33
55,100,30,2.27,283.33,0.00,0.00,-7083.33
55,100,35,2.27,283.33,0.00,0.00,-7083.33
55,100,40,2.27,283.33,0.00,0.00,-7083.33
55,100,45,2.27,283.33,0.00,0.00,-7083.33
55,100,50,2.27,283.33,0.00,0.00,-7083.33
55,100,55,2.27,283.33,0.00,0.00,-7083.33
55,100,60,2.27,283.33,0.00,0.00,-7083.33
55,100,65,2.27,283.33,0.00,0.00,-7083.33
55,100,70,0.54,67.18,0.00,0.00,-1679.51
55,105,0,2.27,283.33,0.00,0.00,-7083.33
55,105,5,2.27,283.33,0.00,0.00,-7083.33
55,105,10,2.27,283.33,0.00,0.00,-7083.33
55,105,15,2.27,283.33,0.00,0.00,-7083.33
55,105,20,2.27,283.33,0.00,0.00,-7083.33
55,105,25,2.27,283.33,0.00,0.00,-7083.33
55,105,30,2.27,283.33,0.00,0.00,-7083.33
55,105,35,2.36,295.14,0.14,0.72,7595.09
55,105,40,2.51,313.66,0.27,1.16,20703.29
55,105,45,2.47,308.80,0.26,0.94,14823.46
55,105,50,2.36,294.68,0.09,0.34,-1931.22
55,105,55,2.27,283.33,0.00,0.00,-7083.33
55,105,60,2.27,283.33,0.00,0.00,-7083.33
55,105,65,2.27,283.33,0.00,0.00,-7083.33
55,105,70,0.55,69.05,0.00,0.00,-1726.36
55,110,0,2.27,283.33,0.00,0.00,-7083.33
55,110,5,2.27,283.33,0.00,0.00,-7083.33
55,110,10,2.27,283.33,0.00,0.00,-7083.33
55,110,15,2.27,283.33,0.00,0.00,-7083.33
55,110,20,2.27,283.33,0.00,0.00,-7083.33
55,110,25,2.27,283.33,0.00,0.00,-7083.33
55,110,30,2.27,283.33,0.00,0.00,-7083.33
55,110,35,2.28,284.63,0.02,0.09,-7115.74
55,110,40,2.38,297.41,0.13,0.62,5015.89
55,110,45,2.42,301.99,0.14,0.62,5481.72
55,110,50,2.41,301.62,0.21,0.76,9628.61
55,110,55,2.33,291.67,0.08,0.26,-3638.60
55,110,60,2.29,286.34,0.02,0.06,-7158.56
55,110,65,2.28,285.19,0.00,0.00,-7129.63
55,110,70,0.57,70.93,0.00,0.00,-1773.25
55,115,0,2.27,283.33,0.00,0.00,-7083.33
55,115,5,2.27,283.33,0.00,0.00,-7083.33
55,115,10,2.27,283.33,0.00,0.00,-7083.33
55,115,15,2.27,283.33,0.00,0.00,-7083.33
55,115,20,2.27,283.33,0.00,0.00,-7083.33
55,115,25,2.27,283.33,0.00,0.00,-7083.33
55,115,30,2.27,283.33,0.00,0.00,-7083.33
55,115,35,2.27,283.33,0.00,0.00,-7083.33
55,115,40,2.27,283.33,0.00,0.00,-7083.33
55,115,45,2.27,283.33,0.00,0.00,-7083.33
55,115,50,2.28,284.49,0.02,0.08,-7112.27
55,115,55,2.33,290.97,0.12,0.38,-587.30
55,115,60,2.45,305.79,0.28,0.83,12514.05
55,115,65,2.40,300.00,0.27,0.77,10740.81
55,115,70,0.58,72.88,0.12,0.32,-455.76
55,120,0,2.27,283.33,0.00,0.00,-7083.33
55,120,5,2.27,283.33,0.00,0.00,-7083.33
55,120,10,2.27,283.33,0.00,0.00,-7083.33
55,120,15,2.27,283.33,0.00,0.00,-7083.33
55,120,20,2.27,283.33,0.00,0.00,-7083.33
55,120,25,2.27,283.33,0.00,0.00,-7083.33
55,120,30,2.27,283.33,0.00,0.00,-7083.33
55,120,35,2.27,283.33,0.00,0.00,-7083.33
55,120,40,2.27,283.33,0.00,0.00,-7083.33
55,120,45,2.27,283.33,0.00,0.00,-7083.33
55,120,50,2.27,283.33,0.00,0.00,-7083.33
55,120,55,2.27,283.33,0.00,0.00,-7083.33
55,120,60,2.29,285.65,0.05,0.15,-6476.51
55,120,65,2.40,300.00,0.23,0.65,7372.35
55,120,70,0.60,75.39,0.06,0.18,-1516.85
55,125,0,2.27,283.33,0.00,0.00,-7083.33
55,125,5,2.27,283.33,0.00,0.00,-7083.33
55,125,10,2.27,283.33,0.00,0.00,-7083.33
55,125,15,2.27,283.33,0.00,0.00,-7083.33
55,125,20,2.27,283.33,0.00,0.00,-7083.33
55,125,25,2.27,283.33,0.00,0.00,-7083.33
55,125,30,2.27,283.33,0.00,0.00,-7083.33
55,125,35,2.27,283.33,0.00,0.00,-7083.33
55,125,40,2.27,283.33,0.00,0.00,-7083.33
55,125,45,2.27,283.33,0.00,0.00,-7083.33
55,125,50,2.27,283.33,0.00,0.00,-7083.33
55,125,55,2.27,283.33,0.00,0.00,-7083.33
55,125,60,2.27,283.33,0.00,0.00,-7083.33
55,125,65,2.40,300.00,0.00,0.00,-7500.00
55,125,70,0.62,78.06,0.06,0.17,-1600.68
55,130,0,2.27,283.33,0.00,0.00,-7083.33
55,130,5,2.27,283.33,0.00,0.00,-7083.33
55,130,10,2.27,283.33,0.00,0.00,-7083.33
55,130,15,2.27,283.33,0.00,0.00,-7083.33
55,130,20,2.27,283.33,0.00,0.00,-7083.33
55,130,25,2.27,283.33,0.00,0.00,-7083.33
55,130,30,2.27,283.33,0.00,0.00,-7083.33
55,130,35,2.27,283.33,0.00,0.00,-7083.33
55,130,40,2.27,283.33,0.00,0.00,-7083.33
55,130,45,2.27,283.33,0.00,0.00,-7083.33
55,130,50,2.27,283.33,0.00,0.00,-7083.33
55,130,55,2.27,283.33,0.00,0.00,-7083.33
55,130,60,2.27,283.33,0.00,0.00,-7083.33
55,130,65,2.40,300.00,0.00,0.00,-7500.00
55,130,70,0.65,81.22,0.00,0.00,-2030.54
55,135,0,2.27,283.33,0.00,0.00,-7083.33
55,135,5,2.27,283.33,0.00,0.00,-7083.33
55,135,10,2.27,283.33,0.00,0.00,-7083.33
55,135,15,2.27,283.33,0.00,0.00,-7083.33
55,135,20,2.27,283.33,0.00,0.00,-7083.33
55,135,25,2.27,283.33,0.00,0.00,-7083.33
55,135,30,2.27,283.33,0.00,0.00,-7083.33
55,135,35,2.27,283.33,0.00,0.00,-7083.33
55,135,40,2.27,283.33,0.00,0.00,-7083.33
55,135,45,2.27,283.33,0.00,0.00,-7083.33
55,135,50,2.27,283.33,0.00,0.00,-7083.33
55,135,55,2.27,283.33,0.00,0.00,-7083.33
55,135,60,2.27,283.33,0.00,0.00,-7083.33
55,135,65,2.40,300.00,0.00,0.00,-7500.00
55,135,70,0.68,84.96,0.00,0.00,-2123.93
55,140,0,2.27,283.33,0.00,0.00,-7083.33
55,140,5,2.27,283.33,0.00,0.00,-7083.33
55,140,10,2.27,283.33,0.00,0.00,-7083.33
55,140,15,2.27,283.33,0.00,0.00,-7083.33
55,140,20,2.27,283.33,0.00,0.00,-7083.33
55,140,25,2.27,283.33,0.00,0.00,-7083.33
55,140,30,2.27,283.33,0.00,0.00,-7083.33
55,140,35,2.27,283.33,0.00,0.00,-7083.33
55,140,40,2.27,283.33,0.00,0.00,-7083.33
55,140,45,2.27,283.33,0.00,0.00,-7083.33
55,140,50,2.27,283.33,0.00,0.00,-7083.33
55,140,55,2.27,283.33,0.00,0.00,-7083.33
55,140,60,2.27,283.33,0.00,0.00,-7083.33
55,140,65,2.40,300.00,0.00,0.00,-7500.00
55,140,70,0.72,89.73,0.00,0.00,-2243.36
55,145,0,2.27,283.33,0.00,0.00,-7083.33
55,145,5,2.27,283.33,0.00,0.00,-7083.33
55,145,10,2.27,283.33,0.00,0.00,-7083.33
55,145,15,2.27,283.33,0.00,0.00,-7083.33
55,145,20,2.27,283.33,0.00,0.00,-7083.33
55,145,25,2.27,283.33,0.00,0.00,-7083.33
55,145,30,2.27,283.33,0.00,0.00,-7083.33
55,145,35,2.27,283.33,0.00,0.00,-7083.33
55,145,40,2.27,283.33,0.00,0.00,-7083.33
55,145,45,2.27,283.33,0.00,0.00,-7083.33
55,145,50,2.27,283.33,0.00,0.00,-7083.33
55,145,55,2.27,283.33,0.00,0.00,-7083.33
55,145,60,2.27,283.33,0.00,0.00,-7083.33
55,145,65,2.40,300.00,0.00,0.00,-7500.00
55,145,70,0.78,98.08,0.00,0.00,-2452.06
55,150,0,2.27,283.33,0.00,0.00,-7083.33
55,150,5,2.27,283.33,0.00,0.00,-7083.33
55,150,10,2.27,283.33,0.00,0.00,-7083.33
55,150,15,2.27,283.33,0.00,0.00,-7083.33
55,150,20,2.27,283.33,0.00,0.00,-7083.33
55,150,25,2.27,283.33,0.00,0.00,-7083.33
55,150,30,2.27,283.33,0.00,0.00,-7083.33
55,150,35,2.27,283.33,0.00,0.00,-7083.33
55,150,40,2.27,283.33,0.00,0.00,-7083.33
55,150,45,2.27,283.33,0.00,0.00,-7083.33
55,150,50,2.27,283.33,0.00,0.00,-7083.33
55,150,55,2.27,283.33,0.00,0.00,-7083.33
55,150,60,2.27,283.33,0.00,0.00,-7083.33
55,150,65,2.40,300.00,0.00,0.00,-7500.00
55,150,70,0.86,106.95,0.00,0.00,-2673.68
55,155,0,2.27,283.33,0.00,0.00,-7083.33
55,155,5,2.27,283.33,0.00,0.00,-7083.33
55,155,10,2.27,283.33,0.00,0.00,-7083.33
55,155,15,2.27,283.33,0.00,0.00,-7083.33
55,155,20,2.27,283.33,0.00,0.00,-7083.33
55,155,25,2.27,283.33,0.00,0.00,-7083.33
55,155,30,2.27,283.33,0.00,0.00,-7083.33
55,155,35,2.27,283.33,0.00,0.00,-7083.33
55,155,40,2.27,283.33,0.00,0.00,-7083.33
55,155,45,2.27,283.33,0.00,0.00,-7083.33
55,155,50,2.27,283.33,0.00,0.00,-7083.33
55,155,55,2.27,283.33,0.00,0.00,-7083.33
55,155,60,2.27,283.33,0.00,0.00,-7083.33
55,155,65,2.40,300.00,0.00,0.00,-7500.00
55,155,70,0.93,115.76,0.00,0.00,-2894.12
55,160,0,2.27,283.33,0.00,0.00,-7083.33
55,160,5,2.27,283.33,0.00,0.00,-7083.33
55,160,10,2.27,283.33,0.00,0.00,-7083.33
55,160,15,2.27,283.33,0.00,0.00,-7083.33
55,160,20,2.27,283.33,0.00,0.00,-7083.33
55,160,25,2.27,283.33,0.00,0.00,-7083.33
55,160,30,2.27,283.33,0.00,0.00,-7083.33
55,160,35,2.27,283.33,0.00,0.00,-7083.33
55,160,40,2.27,283.33,0.00,0.00,-7083.33
55,160,45,2.27,283.33,0.00,0.00,-7083.33
55,160,50,2.27,283.33,0.00,0.00,-7083.33
55,160,55,2.27,283.33,0.00,0.00,-7083.33
55,160,60,2.27,283.33,0.00,0.00,-7083.33
55,160,65,2.39,298.15,0.00,0.00,-7453.71
55,160,70,0.99,123.60,0.00,0.00,-3089.90
55,165,0,2.27,283.33,0.00,0.00,-7083.33
55,165,5,2.27,283.33,0.00,0.00,-7083.33
55,165,10,2.27,283.33,0.00,0.00,-7083.33
55,165,15,2.27,283.33,0.00,0.00,-7083.33
55,165,20,2.27,283.33,0.00,0.00,-7083.33
55,165,25,2.27,283.33,0.00,0.00,-7083.33
55,165,30,2.27,283.33,0.00,0.00,-7083.33
55,165,35,2.27,283.33,0.00,0.00,-7083.33
55,165,40,2.27,283.33,0.00,0.00,-7083.33
55,165,45,2.27,283.33,0.00,0.00,-7083.33
55,165,50,2.27,283.33,0.00,0.00,-7083.33
55,165,55,2.27,283.33,0.00,0.00,-7083.33
55,165,60,2.27,283.33,0.00,0.00,-7083.33
55,165,65,2.31,288.89,0.00,0.00,-7222.22
55,165,70,1.03,128.19,0.00,0.00,-3204.83
55,170,0,2.27,283.33,0.00,0.00,-7083.33
55,170,5,2.27,283.33,0.00,0.00,-7083.33
55,170,10,2.27,283.33,0.00,0.00,-7083.33
55,170,15,2.27,283.33,0.00,0.00,-7083.33
55,170,20,2.27,283.33,0.00,0.00,-7083.33
55,170,25,2.27,283.33,0.00,0.00,-7083.33
55,170,30,2.27,283.33,0.00,0.00,-7083.33
55,170,35,2.27,283.33,0.00,0.00,-7083.33
55,170,40,2.27,283.33,0.00,0.00,-7083.33
55,170,45,2.27,283.33,0.00,0.00,-7083.33
55,170,50,2.27,283.33,0.00,0.00,-7083.33
55,170,55,2.27,283.33,0.00,0.00,-7083.33
55,170,60,2.27,283.33,0.00,0.00,-7083.33
55,170,65,2.27,283.33,0.00,0.00,-7083.33
55,170,70,1.01,126.35,0.00,0.00,-3158.84
55,175,0,2.27,283.33,0.00,0.00,-7083.33
55,175,5,2.27,283.33,0.00,0.00,-7083.33
55,175,10,2.27,283.33,0.00,0.00,-7083.33
55,175,15,2.27,283.33,0.00,0.00,-7083.33
55,175,20,2.27,283.33,0.00,0.00,-7083.33
55,175,25,2.27,283.33,0.00,0.00,-7083.33
55,175,30,2.27,283.33,0.00,0.00,-7083.33
55,175,35,2.27,283.33,0.00,0.00,-7083.33
55,175,40,2.27,283.33,0.00,0.00,-7083.33
55,175,45,2.27,283.33,0.00,0.00,-7083.33
55,175,50,2.27,283.33,0.00,0.00,-7083.33
55,175,55,2.27,283.33,0.00,0.00,-7083.33
55,175,60,2.27,283.33,0.00,0.00,-7083.33
55,175,65,2.27,283.33,0.00,0.00,-7083.33
55,175,70,0.99,123.78,0.00,0.00,-3094.59
55,180,0,2.27,283.33,0.00,0.00,-7083.33
55,180,5,2.27,283.33,0.00,0.00,-7083.33
55,180,10,2.27,283.33,0.00,0.00,-7083.33
55,180,15,2.27,283.33,0.00,0.00,-7083.33
55,180,20,2.27,283.33,0.00,0.00,-7083.33
55,180,25,2.27,283.33,0.00,0.00,-7083.33
55,180,30,2.27,283.33,0.00,0.00,-7083.33
55,180,35,2.27,283.33,0.00,0.00,-7083.33
55,180,40,2.27,283.33,0.00,0.00,-7083.33
55,180,45,2.27,283.33,0.00,0.00,-7083.33
55,180,50,2.27,283.33,0.00,0.00,-7083.33
55,180,55,2.27,283.33,0.00,0.00,-7083.33
55,180,60,2.27,283.33,0.00,0.00,-7083.33
55,180,65,2.27,283.33,0.00,0.00,-7083.33
55,180,70,0.97,121.54,0.00,0.00,-3038.51
55,185,0,2.27,283.33,0.00,0.00,-7083.33
55,185,5,2.27,283.33,0.00,0.00,-7083.33
55,185,10,2.27,283.33,0.00,0.00,-7083.33
55,185,15,2.27,283.33,0.00,0.00,-7083.33
55,185,20,2.27,283.33,0.00,0.00,-7083.33
55,185,25,2.27,283.33,0.00,0.00,-7083.33
55,185,30,2.27,283.33,0.00,0.00,-7083.33
55,185,35,2.27,283.33,0.00,0.00,-7083.33
55,185,40,2.27,283.33,0.00,0.00,-7083.33
55,185,45,2.27,283.33,0.00,0.00,-7083.33
55,185,50,2.27,283.33,0.00,0.00,-7083.33
55,185,55,2.27,283.33,0.00,0.00,-7083.33
55,185,60,2.27,283.33,0.00,0.00,-7083.33
55,185,65,2.27,283.33,0.00,0.00,-7083.33
55,185,70,0.95,119.34,0.00,0.00,-2983.40
55,190,0,2.27,283.33,0.00,0.00,-7083.33
55,190,5,2.27,283.33,0.00,0.00,-7083.33
55,190,10,2.27,283.33,0.00,0.00,-7083.33
55,190,15,2.27,283.33,0.00,0.00,-7083.33
55,190,20,2.27,283.33,0.00,0.00,-7083.33
55,190,25,2.27,283.33,0.00,0.00,-7083.33
55,190,30,2.27,283.33,0.00,0.00,-7083.33
55,190,35,2.27,283.33,0.00,0.00,-7083.33
55,190,40,2.27,283.33,0.00,0.00,-7083.33
55,190,45,2.27,283.33,0.00,0.00,-7083.33
55,190,50,2.27,283.33,0.00,0.00,-7083.33
55,190,55,2.27,283.33,0.00,0.00,-7083.33
55,190,60,2.27,283.33,0.00,0.00,-7083.33
55,190,65,2.27,283.33,0.00,0.00,-7083.33
55,190,70,0.94,117.15,0.00,0.00,-2928.84
55,195,0,2.27,283.33,0.00,0.00,-7083.33
55,195,5,2.27,283.33,0.00,0.00,-7083.33
55,195,10,2.27,283.33,0.00,0.00,-7083.33
55,195,15,2.27,283.33,0.00,0.00,-7083.33
55,195,20,2.27,283.33,0.00,0.00,-7083.33
55,195,25,2.27,283.33,0.00,0.00,-7083.33
55,195,30,2.27,283.33,0.00,0.00,-7083.33
55,195,35,2.27,283.33,0.00,0.00,-7083.33
55,195,40,2.27,283.33,0.00,0.00,-7083.33
55,195,45,2.27,283.33,0.00,0.00,-7083.33
55,195,50,2.27,283.33,0.00,0.00,-7083.33
55,195,55,2.27,283.33,0.00,0.00,-7083.33
55,195,60,2.27,283.33,0.00,0.00,-7083.33
55,195,65,2.27,283.33,0.00,0.00,-7083.33
55,195,70,0.92,114.97,0.00,0.00,-2874.28
55,200,0,2.27,283.33,0.00,0.00,-7083.33
55,200,5,2.27,283.33,0.00,0.00,-7083.33
55,200,10,2.27,283.33,0.00,0.00,-7083.33
55,200,15,2.27,283.33,0.00,0.00,-7083.33
55,200,20,2.27,283.33,0.00,0.00,-7083.33
55,200,25,2.27,283.33,0.00,0.00,-7083.33
55,200,30,2.27,283.33,0.00,0.00,-7083.33
55,200,35,2.27,283.33,0.00,0.00,-7083.33
55,200,40,2.27,283.33,0.00,0.00,-7083.33
55,200,45,2.27,283.33,0.00,0.00,-7083.33
55,200,50,2.27,283.33,0.00,0.00,-7083.33
55,200,55,2.27,283.33,0.00,0.00,-7083.33
55,200,60,2.27,283.33,0.00,0.00,-7083.33
55,200,65,2.27,283.33,0.00,0.00,-7083.33
55,200,70,0.86,107.92,0.00,0.00,-2697.89
55,205,0,2.27,283.33,0.00,0.00,-7083.33
55,205,5,2.27,283.33,0.00,0.00,-7083.33
55,205,10,2.27,283.33,0.00,0.00,-7083.33
55,205,15,2.27,283.33,0.00,0.00,-7083.33
55,205,20,2.27,283.33,0.00,0.00,-7083.33
55,205,25,2.27,283.33,0.00,0.00,-7083.33
55,205,30,2.27,283.33,0.00,0.00,-7083.33
55,205,35,2.27,283.33,0.00,0.00,-7083.33
55,205,40,2.27,283.33,0.00,0.00,-7083.33
55,205,45,2.27,283.33,0.00,0.00,-7083.33
55,205,50,2.27,283.33,0.00,0.00,-7083.33
55,205,55,2.27,283.33,0.00,0.00,-7083.33
55,205,60,2.27,283.33,0.00,0.00,-7083.33
55,205,65,2.27,283.33,0.00,0.00,-7083.33
55,205,70,0.71,88.52,0.00,0.00,-2212.96
55,210,0,2.27,283.33,0.00,0.00,-7083.33
55,210,5,2.27,283.33,0.00,0.00,-7083.33
55,210,10,2.27,283.33,0.00,0.00,-7083.33
55,210,15,2.27,283.33,0.00,0.00,-7083.33
55,210,20,2.27,283.33,0.00,0.00,-7083.33
55,210,25,2.27,283.33,0.00,0.00,-7083.33
55,210,30,2.27,283.33,0.00,0.00,-7083.33
55,210,35,2.27,283.33,0.00,0.00,-7083.33
55,210,40,2.27,283.33,0.00,0.00,-7083.33
55,210,45,2.27,283.33,0.00,0.00,-7083.33
55,210,50,2.27,283.33,0.00,0.00,-7083.33
55,210,55,2.27,283.33,0.00,0.00,-7083.33
55,210,60,2.27,283.33,0.00,0.00,-7083.33
55,210,65,2.27,283.33,0.00,0.00,-7083.33
55,210,70,0.63,79.19,0.00,0.00,-1979.66
55,215,0,2.27,283.33,0.00,0.00,-7083.33
55,215,5,2.27,283.33,0.00,0.00,-7083.33
55,215,10,2.27,283.33,0.00,0.00,-7083.33
55,215,15,2.27,283.33,0.00,0.00,-7083.33
55,215,20,2.27,283.33,0.00,0.00,-7083.33
55,215,25,2.27,283.33,0.00,0.00,-7083.33
55,215,30,2.27,283.33,0.00,0.00,-7083.33
55,215,35,2.27,283.33,0.00,0.00,-7083.33
55,215,40,2.27,283.33,0.00,0.00,-7083.33
55,215,45,2.27,283.33,0.00,0.00,-7083.33
55,215,50,2.27,283.33,0.00,0.00,-7083.33
55,215,55,2.27,283.33,0.00,0.00,-7083.33
55,215,60,2.27,283.33,0.00,0.00,-7083.33
55,215,65,2.27,283.33,0.00,0.00,-7083.33
55,215,70,0.60,75.41,0.00,0.00,-1885.27
55,220,0,2.27,283.33,0.00,0.00,-7083.33
55,220,5,2.27,283.33,0.00,0.00,-7083.33
55,220,10,2.27,283.33,0.00,0.00,-7083.33
55,220,15,2.27,283.33,0.00,0.00,-7083.33
55,220,20,2.27,283.33,0.00,0.00,-7083.33
55,220,25,2.27,283.33,0.00,0.00,-7083.33
55,220,30,2.27,283.33,0.00,0.00,-7083.33
55,220,35,2.27,283.33,0.00,0.00,-7083.33
55,220,40,2.27,283.33,0.00,0.00,-7083.33
55,220,45,2.27,283.33,0.00,0.00,-7083.33
55,220,50,2.27,283.33,0.00,0.00,-7083.33
55,220,55,2.27,283.33,0.00,0.00,-7083.33
55,220,60,2.27,283.33,0.00,0.00,-7083.33
55,220,65,2.27,283.33,0.00,0.00,-7083.33
55,220,70,0.57,71.66,0.00,0.00,-1791.38
55,225,0,2.27,283.33,0.00,0.00,-7083.33
55,225,5,2.27,283.33,0.00,0.00,-7083.33
55,225,10,2.27,283.33,0.00,0.00,-7083.33
55,225,15,2.27,283.33,0.00,0.00,-7083.33
55,225,20,2.27,283.33,0.00,0.00,-7083.33
55,225,25,2.27,283.33,0.00,0.00,-7083.33
55,225,30,2.27,283.33,0.00,0.00,-7083.33
55,225,35,2.27,283.33,0.00,0.00,-7083.33
55,225,40,2.27,283.33,0.00,0.00,-7083.33
55,225,45,2.27,283.33,0.00,0.00,-7083.33
55,225,50,2.27,283.33,0.00,0.00,-7083.33
55,225,55,2.27,283.33,0.00,0.00,-7083.33
55,225,60,2.27,283.33,0.00,0.00,-7083.33
55,225,65,2.27,283.33,0.00,0.00,-7083.33
55,225,70,0.46,57.71,0.00,0.00,-1442.68
55,230,0,2.27,283.33,0.00,0.00,-7083.33
55,230,5,2.27,283.33,0.00,0.00,-7083.33
55,230,10,2.27,283.33,0.00,0.00,-7083.33
55,230,15,2.27,283.33,0.00,0.00,-7083.33
55,230,20,2.27,283.33,0.00,0.00,-7083.33
55,230,25,2.27,283.33,0.00,0.00,-7083.33
55,230,30,2.27,283.33,0.00,0.00,-7083.33
55,230,35,2.27,283.33,0.00,0.00,-7083.33
55,230,40,2.27,283.33,0.00,0.00,-7083.33
55,230,45,2.27,283.33,0.00,0.00,-7083.33
55,230,50,2.27,283.33,0.00,0.00,-7083.33
55,230,55,2.27,283.33,0.00,0.00,-7083.33
55,230,60,2.27,283.33,0.00,0.00,-7083.33
55,230,65,2.27,283.33,0.00,0.00,-7083.33
55,230,70,0.35,43.44,0.00,0.00,-1086.10
55,235,0,2.27,283.33,0.00,0.00,-7083.33
55,235,5,2.27,283.33,0.00,0.00,-7083.33
55,235,10,2.27,283.33,0.00,0.00,-7083.33
55,235,15,2.27,283.33,0.00,0.00,-7083.33
55,235,20,2.27,283.33,0.00,0.00,-7083.33
55,235,25,2.27,283.33,0.00,0.00,-7083.33
55,235,30,2.27,283.33,0.00,0.00,-7083.33
